,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
181,DELL,Vostro,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,2,Casual,14.0,1,No,Yes,834.4699999999999,1110.0829999999999,24,0.0,0,0
182,HP,Ryzen,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,32,0,Casual,15.6,0,No,No,636.87,792.467,19,4.6,17,1
183,ASUS,VivoBook,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,Yes,811.8499999999999,974.87,16,4.4,172,36
184,DELL,Core,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,911.17,1162.135,21,4.0,5,1
185,acer,Aspire,Intel,Core i5,11th,8.0,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,649.87,857.987,24,0.0,0,0
187,ASUS,Ryzen,AMD,Ryzen 3,,4.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,No,437.96999999999997,493.87,11,4.2,170,26
188,DELL,Vostro,Intel,Core i3,11th,4.0,DDR4,256,1024,Windows,64,0,ThinNlight,14.0,1,No,Yes,558.87,560.6379999999999,0,4.1,62,7
189,acer,Travelmate,Intel,Core i3,11th,8.0,DDR4,256,1024,Windows,64,0,Casual,14.0,0,No,No,532.87,780.0,31,4.2,38,2
190,ASUS,VivoBook,Intel,Core i5,11th,16.0,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,No,844.87,1117.87,24,4.7,10,1
191,DELL,Inspiron,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,Casual,14.0,1,Yes,No,649.87,892.554,27,4.2,24,5
192,realme,Book(Slim),Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,Yes,792.987,909.987,12,4.4,3470,505
193,HP,15s,AMD,Ryzen 3,,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,513.37,532.441,3,4.2,7291,895
194,ASUS,Core,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,2,ThinNlight,15.6,1,No,No,649.87,844.87,23,4.1,45,3
195,Lenovo,Ideapad,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,2,Casual,15.6,1,No,Yes,779.87,1217.97,35,4.3,52,4
196,HP,Ryzen,AMD,Ryzen 3,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,539.37,672.7239999999999,19,4.2,153,21
197,APPLE,MacBook,Apple,M1 Processor,,8.0,DDR4,1024,0,Mac,64,0,Casual,13.3,1,No,No,1949.87,2130.7,8,4.8,640,70
198,APPLE,MacBook,Apple,M1 Processor,,16.0,DDR4,1024,0,Mac,64,0,Casual,13.3,1,No,No,2209.87,2390.7,7,4.8,640,70
199,DELL,Inspiron,AMD,Ryzen 5,,8.0,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,545.87,644.9689999999999,15,4.4,649,84
200,acer,Predator,Intel,Core i9,11th,32.0,DDR4,1024,0,Windows,64,8,Casual,15.6,1,No,No,2209.87,2599.987,15,0.0,0,0
201,ASUS,Vivobook,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,2,Casual,15.6,1,No,Yes,782.4699999999999,1026.87,23,4.4,33,4
202,MSI,Core,Intel,Core i3,10th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,532.87,727.87,26,4.4,118,17
203,MSI,Core,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,721.37,870.87,17,3.9,8,1
204,DELL,Vostro,AMD,Ryzen 5,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,578.37,757.718,23,4.3,8,2
205,HP,Spectre,Intel,Core i5,11th,8.0,LPDDR4X,512,0,Windows,64,0,Casual,13.3,0,Yes,No,1273.87,1491.7369999999999,14,5.0,3,1
206,ASUS,Vivobook,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.1,1,No,Yes,545.87,727.87,25,0.0,0,0
207,Lenovo,IdeaPad,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,Yes,No,714.87,1035.97,30,4.5,245,34
208,DELL,Vostro,Intel,Core i3,11th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,14.0,0,No,No,548.47,582.14,5,3.9,250,21
209,acer,Predator,Intel,Core i9,11th,16.0,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,No,1819.87,2339.987,22,0.0,0,0
210,ASUS,ROG,AMD,Ryzen 9,,16.0,DDR4,1024,0,Windows,64,8,Casual,15.6,1,No,Yes,2599.87,3379.87,23,4.7,9,2
211,DELL,Vostro,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,14.0,1,No,Yes,513.37,708.721,27,4.0,1917,189
214,APPLE,MacBook,Apple,M1 Processor,,16.0,DDR4,512,0,Mac,64,0,Casual,13.3,1,No,No,1676.87,1792.6999999999998,6,4.7,45,4
215,ASUS,VivoBook,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,Yes,584.87,603.0699999999999,3,4.4,2058,305
216,HP,Core,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,1,No,No,536.25,605.826,11,4.1,117,11
217,HP,Pentium,Intel,Pentium Quad,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,428.87,479.245,10,4.1,77,9
218,APPLE,2021,Apple,M1 Pro,,16.0,Unified,1024,0,Mac,64,0,Casual,14.2,1,No,No,2937.87,3118.7,5,4.8,42,8
219,HP,Core,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,584.87,687.6999999999999,14,0.0,0,0
220,APPLE,2021,Apple,M1 Pro,,16.0,Unified,512,0,Mac,64,0,Casual,14.2,1,No,No,2404.87,2533.7,5,4.8,42,8
221,ASUS,Vivobook,Intel,Core i5,9th,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,Yes,714.87,1000.87,28,4.4,1681,227
222,APPLE,2021,Apple,M1 Pro,,16.0,Unified,1024,0,Mac,64,0,Casual,16.2,1,No,No,3171.87,3378.7,6,4.8,42,8
223,APPLE,2021,Apple,M1 Pro,,16.0,Unified,512,0,Mac,64,0,Casual,16.2,1,No,No,2937.87,3118.7,5,4.8,42,8
224,Lenovo,Thinkbook,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.0,1,No,Yes,779.87,1497.1709999999998,47,4.3,37,2
225,DELL,Vostro,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,539.37,720.824,25,4.3,1753,165
226,DELL,Inspiron,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.96,0,No,No,545.87,749.7099999999999,27,4.2,216,21
227,ASUS,VivoBook,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,558.87,753.87,25,4.7,74,11
228,ASUS,Vivobook,Intel,Core i5,9th,8.0,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,No,708.37,1013.87,30,4.3,343,47
229,APPLE,2021,Apple,M1 Max,,32.0,Unified,1024,0,Mac,64,0,Casual,16.2,1,No,No,4029.87,4288.7,6,5.0,3,1
230,Lenovo,Legion,Intel,Core i5,9th,8.0,DDR4,256,1024,Windows,64,4,Casual,15.6,1,No,Yes,792.87,1126.97,29,4.3,131,17
231,Lenovo,IdeaPad,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,701.87,1038.57,32,4.2,61,2
232,HP,Pavilion,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,870.987,1032.7849999999999,15,4.4,17,1
233,Lenovo,Ideapad,AMD,Ryzen 5,,8.0,DDR4,256,1024,Windows,64,0,Gaming,15.6,1,No,Yes,831.87,1108.77,24,4.5,861,116
234,Infinix,X1,Intel,Core i7,10th,16.0,LPDDR4X,512,0,Windows,64,8,Casual,14.0,0,No,No,714.87,909.987,21,4.3,57,14
235,DELL,Core,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,No,790.27,1017.991,22,4.4,10,1
236,ASUS,ROG,AMD,Ryzen 7,,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,0,No,No,935.87,1182.87,20,4.5,1810,235
237,DELL,Inspiron,Intel,Core i3,11th,8.0,DDR4,256,1024,Windows,64,0,ThinNlight,15.6,1,No,No,636.87,779.87,18,4.1,724,92
238,ASUS,ROG,AMD,Ryzen 9,,16.0,DDR4,1024,0,Windows,64,4,Casual,15.6,0,No,No,1494.87,2118.87,29,4.6,28,4
239,Lenovo,Lenovo,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,1299.87,1800.37,27,4.6,26,1
240,ASUS,VivoBook,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,766.87,961.87,20,4.4,324,34
243,acer,Intel,Intel,Core i5,11th,8.0,LPDDR4X,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,792.87,1169.9869999999999,32,4.4,17,1
244,DELL,Inspiron,Intel,Core i5,11th,4.0,DDR4,256,1024,Windows,64,0,ThinNlight,14.9,1,No,Yes,725.27,781.014,7,4.2,41,4
245,acer,Aspire,Intel,Core i5,11th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,14.0,1,No,No,610.87,740.987,17,3.8,253,28
246,ASUS,Ryzen,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,1039.87,1689.87,38,0.0,0,0
247,ASUS,VivoBook,Intel,Core i5,11th,16.0,DDR4,256,1024,Windows,64,0,Casual,15.6,1,No,Yes,844.87,1117.87,24,4.3,328,51
248,HP,Core,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,593.4499999999999,717.626,17,4.1,39,4
249,Lenovo,Ideapad,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,545.87,744.77,26,4.4,1084,160
250,HP,15s,Intel,Core i3,11th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,Yes,567.97,636.129,10,4.1,4999,490
251,ASUS,TUF,Intel,Core i5,11th,8.0,DDR4,1024,0,Windows,64,4,Gaming,17.3,1,No,Yes,1013.87,1507.87,32,4.4,202,26
253,ASUS,Core,Intel,Core i5,11th,16.0,DDR4,256,1024,Windows,64,0,ThinNlight,17.3,0,No,No,766.87,1117.87,31,4.8,6,1
254,ASUS,ROG,AMD,Ryzen 9,,16.0,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,Yes,1689.87,2443.87,30,4.3,204,35
255,ASUS,Core,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,623.87,818.87,23,4.3,1625,152
257,DELL,Ryzen,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,1221.87,1606.02,23,0.0,0,0
258,HP,Pavilion,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,753.987,915.447,17,4.5,86,15
259,HP,Core,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,32,0,ThinNlight,14.0,1,No,Yes,779.987,1061.892,26,4.0,4,1
260,ASUS,Vivobook,Intel,Core i7,10th,16.0,DDR4,256,1024,Windows,64,4,Gaming,15.6,0,No,No,870.87,1273.87,31,4.2,25,4
261,ASUS,VivoBook,Intel,Core i7,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,Yes,1013.87,1260.87,19,4.3,21,5
262,DELL,G15,Intel,Core i5,10th,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,1039.87,1340.326,22,0.0,0,0
263,ASUS,VivoBook,AMD,Ryzen 5,,16.0,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,740.87,1052.87,29,4.8,4,1
264,Lenovo,IdeaPad,Intel,Core i7,11th,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,1039.87,1545.57,32,4.0,5,2
265,DELL,Vostro,Intel,Core i3,10th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,545.87,647.7379999999999,15,3.9,29,7
266,HP,Pavilion,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,948.87,1140.321,16,4.7,16,4
267,ASUS,TUF,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,1,No,No,831.87,974.87,14,0.0,0,0
268,HP,Pavilion,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,831.87,1005.251,17,4.7,17,1
271,ASUS,ROG,Intel,Core i5,10th,8.0,DDR4,1024,0,Windows,64,4,Casual,15.6,1,No,No,1013.87,1949.87,48,4.5,187,26
272,HP,Pavilion,AMD,Ryzen 5,,16.0,DDR4,512,0,Windows,64,0,Casual,13.3,1,No,Yes,857.87,1169.896,26,4.4,104,18
273,ASUS,VivoBook,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,No,No,779.87,1052.87,25,0.0,0,0
274,DELL,Inspiron,Intel,Core i3,10th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,No,591.37,780.598,24,4.2,43,4
275,Lenovo,IdeaPad,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,No,727.87,1167.27,37,0.0,0,0
277,ASUS,Vivobook,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.1,1,No,Yes,584.87,766.87,23,0.0,0,0
278,HP,Pavilion,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,831.87,975.299,14,4.7,3,0
279,ASUS,ASUS,AMD,Ryzen 7,,16.0,DDR4,512,0,Windows,64,4,Gaming,17.3,0,No,No,1078.87,1403.87,23,4.6,1067,145
280,ASUS,ROG,AMD,Ryzen 9,,16.0,LPDDR4X,1024,0,Windows,64,4,Casual,13.4,1,Yes,Yes,1494.87,2287.87,34,4.3,32,6
281,ASUS,Vivobook,Intel,Core i3,10th,4.0,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,467.87,636.87,26,3.8,17,0
282,HP,Envy,AMD,Ryzen 5,,16.0,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,1274.26,0.0,0,0.0,0,0
283,DELL,Vostro,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,2,Casual,14.0,1,No,Yes,903.37,1203.176,24,0.0,0,0
284,ASUS,Vivobook,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,No,500.37,675.87,25,3.8,19,3
287,APPLE,MacBook,Intel,Core i5,10th,16.0,LPDDR4X,1024,0,Mac,64,0,Casual,13.0,1,No,No,2339.87,2533.7,7,4.7,31,3
289,DELL,Inspiron,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,Yes,1162.07,1421.589,18,0.0,0,0
290,ASUS,ZenBook,Intel,Core i5,11th,8.0,LPDDR4X,512,0,Windows,64,0,ThinNlight,13.3,0,No,No,974.87,1130.87,13,0.0,0,0
291,DELL,Vostro,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,0,ThinNlight,14.0,1,No,Yes,714.87,1043.692,31,3.8,353,28
293,DELL,3000,Intel,Core i3,11th,8.0,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,569.4,721.578,21,4.2,17,0
294,HP,Pavilion,Intel,Core i7,11th,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,1211.47,1544.088,21,5.0,4,0
295,Lenovo,Core,Intel,Core i3,11th,4.0,DDR4,256,0,Windows,64,0,ThinNlight,15.0,1,No,Yes,506.87,670.072,24,4.4,106,13
297,acer,Aspire,AMD,Ryzen 3,,4.0,DDR4,512,0,Windows,64,0,Casual,15.6,0,No,No,454.87,558.987,18,0.0,0,0
298,Lenovo,Thinkbook,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,3,Yes,Yes,844.87,1970.241,57,4.0,48,12
299,Lenovo,Legion,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,Yes,864.37,1217.97,29,4.4,282,36
300,DELL,Inspiron,AMD,Ryzen 3,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,0,No,No,527.67,651.716,19,0.0,0,0
301,HP,Pavilion,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,4,Gaming,15.6,1,No,Yes,935.87,1140.321,17,4.3,127,20
302,HP,HP,AMD,Ryzen 7,,16.0,DDR4,1024,0,Windows,64,0,ThinNlight,13.3,1,Yes,Yes,1208.87,1464.723,17,0.0,0,0
303,DELL,Vostro,Intel,Core i5,11th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,14.0,1,No,Yes,636.87,913.718,30,3.6,470,46
304,DELL,Inspiron,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,1166.126,0.0,0,0.0,0,0
305,Lenovo,ThinkPad,Intel,Core i3,11th,4.0,DDR4,256,0,Windows,64,0,Casual,15.6,1,No,Yes,584.87,770.107,24,4.1,42,4
306,ASUS,ZenBook,Intel,Core i7,11th,16.0,LPDDR4X,512,0,Windows,64,0,Casual,13.3,1,No,Yes,1234.87,1598.87,22,0.0,0,0
307,Lenovo,Thinkbook,Intel,Core i7,11th,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,3,Yes,Yes,1104.87,1426.048,22,4.5,13,2
308,HP,Pavilion,AMD,Ryzen 5,,16.0,DDR4,512,0,Windows,64,2,Casual,14.0,1,No,Yes,831.87,972.9069999999999,14,4.2,90,13
309,Lenovo,Ideapad,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,922.87,1363.57,32,4.2,67,4
310,Lenovo,IdeaPad,Intel,Core i3,10th,4.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,474.37,699.27,32,0.0,0,0
311,ASUS,Pentium,Intel,Pentium Quad,,4.0,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,337.87,521.404,35,3.7,4741,658
313,ASUS,Pentium,Intel,Pentium Quad,,4.0,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,337.87,402.87,16,3.8,2736,350
314,Infinix,INBook,Intel,Core i5,10th,8.0,LPDDR4X,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,552.37,779.987,29,4.1,383,65
315,HP,Envy,Intel,Core i7,10th,16.0,DDR4,1024,0,Windows,64,6,Casual,15.6,1,No,Yes,1880.97,2254.889,16,4.2,17,4
316,Lenovo,Core,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,32,0,Casual,15.6,0,No,No,506.87,726.5699999999999,30,0.0,0,0
317,DELL,3511,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,2,Casual,15.6,1,No,No,908.6999999999999,1135.1599999999999,19,0.0,0,0
318,Lenovo,IdeaPad,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,2,No,Yes,558.87,829.27,32,4.4,984,99
319,Lenovo,Ideapad,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,2,Casual,15.6,1,No,Yes,857.87,1290.77,33,4.2,241,19
320,ASUS,VivoBook,Intel,Core i3,10th,4.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,No,454.87,532.87,14,3.7,4203,490
321,ASUS,Ryzen,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,32,0,ThinNlight,15.6,1,No,Yes,648.5699999999999,909.87,28,4.7,6,1
323,ASUS,Vivobook,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,Casual,17.3,1,Yes,Yes,766.87,1117.87,31,0.0,0,0
324,Lenovo,Core,Intel,Core i3,10th,8.0,DDR4,256,0,Windows,32,0,Casual,15.6,0,No,No,506.60999999999996,735.67,31,0.0,0,0
325,Lenovo,Ideapad,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,2,Casual,15.6,1,No,Yes,747.5,1127.36,33,0.0,0,0
326,ASUS,Vivobook,Intel,Core i3,11th,8.0,DDR4,0,1024,Windows,64,0,Casual,15.6,1,No,No,505.7,675.87,25,3.9,13,0
327,DELL,Inspiron,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,649.87,860.093,24,4.4,47,7
328,ASUS,ZenBook,Intel,Core i7,11th,16.0,LPDDR4X,1024,0,Windows,64,0,ThinNlight,13.3,0,No,No,1299.87,1676.87,22,0.0,0,0
329,DELL,Inspiron,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,2,Casual,14.0,1,Yes,Yes,1039.87,1273.298,18,4.6,23,2
330,DELL,Vostro,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,773.37,852.358,9,0.0,0,0
331,ASUS,Asus,Intel,Pentium Quad,,4.0,DDR4,0,1024,Windows,64,0,Casual,15.6,0,No,No,400.14,480.87,16,0.0,0,0
332,HP,Pavilion,AMD,Ryzen 7,,16.0,DDR4,1024,0,Windows,64,0,ThinNlight,13.3,1,No,Yes,1094.47,1424.358,23,0.0,0,0
333,MSI,Modern,Intel,Core i5,10th,8.0,DDR4,512,0,Windows,64,0,Casual,14.0,0,No,No,735.033,805.87,8,4.4,677,87
334,ASUS,Core,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,17.3,0,No,No,779.87,1078.87,27,3.3,3,0
335,DELL,Inspiron,AMD,Ryzen 3,,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,0,No,No,486.07,651.937,25,4.2,38,5
336,APPLE,MacBook,Intel,Core i5,10th,16.0,LPDDR4X,1024,0,Mac,64,0,Casual,13.0,1,No,No,2339.87,2533.7,7,4.8,91,5
337,MSI,Core,Intel,Core i7,10th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,753.87,1026.87,26,4.4,15,0
338,Lenovo,ThinkBook,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,Casual,13.0,1,No,Yes,844.87,1569.204,46,4.4,46,4
339,ASUS,Zenbook,AMD,Ryzen 7,,16.0,LPDDR4X,1024,0,Windows,64,0,Casual,14.0,0,Yes,No,1468.87,1832.87,19,0.0,0,0
340,HP,Envy,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,961.987,1154.9199999999998,16,4.6,206,27
341,DELL,Core,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,No,796.77,959.062,16,3.0,4,1
343,HP,Envy,Intel,Core i7,11th,16.0,DDR4,512,0,Windows,64,0,Casual,13.3,1,Yes,Yes,1338.87,1491.763,10,4.7,11,2
344,Lenovo,Core,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,714.87,864.11,17,4.2,9,1
346,DELL,Inspiron,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,1,No,No,519.87,721.942,27,3.8,15,1
347,Lenovo,ThinkBook,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,Casual,13.0,1,No,Yes,779.87,1463.904,46,4.4,26,4
348,MSI,Delta,AMD,Ryzen 9,,16.0,DDR4,1024,0,Windows,64,0,Casual,15.6,0,No,No,1910.87,2456.87,22,0.0,0,0
349,ASUS,ASUS,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,32,6,Casual,15.6,1,No,No,1104.87,1689.87,34,5.0,5,0
350,ASUS,VivoBook,Intel,Core i5,11th,8.0,DDR4,256,1024,Windows,64,0,Casual,14.0,1,No,No,649.87,948.87,31,3.9,22,2
351,HP,15s,Intel,Core i3,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,591.37,610.87,3,4.3,523,66
352,Lenovo,IdeaPad,Intel,Celeron Dual,,4.0,DDR4,256,0,Windows,64,0,ThinNlight,14.0,0,No,No,413.387,480.98699999999997,14,0.0,0,0
353,HP,Pavilion,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,1,No,Yes,942.5,1051.7,10,4.4,40,3
354,Lenovo,IdeaPad,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,4,Gaming,15.6,0,No,No,779.87,1217.97,35,3.9,44,6
355,Lenovo,A6-9225,AMD,A6-9225 Processor,,4.0,DDR4,0,1024,Windows,64,0,ThinNlight,15.6,0,No,No,324.87,426.27,23,3.7,63,12
356,DELL,Inspiron,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,792.87,882.193,10,4.4,183,42
357,HP,Core,Intel,Core i3,11th,8.0,DDR4,256,0,Windows,64,0,ThinNlight,15.6,1,No,Yes,583.6999999999999,663.0,11,4.2,1029,107
358,DELL,Core,Intel,Core i7,11th,16.0,DDR4,512,0,Windows,64,4,Casual,15.6,1,No,No,1299.87,1672.645,22,0.0,0,0
359,ASUS,Vivobook,AMD,Ryzen 3,,8.0,DDR4,256,0,Windows,64,0,Casual,14.1,1,No,No,493.87,610.87,19,4.2,39,3
360,ASUS,Vivobook,Intel,Pentium Quad,,8.0,DDR4,256,0,Windows,64,0,ThinNlight,14.1,1,No,Yes,441.87,519.87,15,4.3,6,0
361,DELL,G5,AMD,Ryzen 5,,8.0,DDR4,512,0,Windows,64,6,Casual,14.96,0,No,No,990.4699999999999,1052.9479999999999,5,4.4,358,64
362,Lenovo,Yoga,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,1,Yes,Yes,1143.87,1636.57,30,4.7,28,6
363,DELL,INSPIRON,Intel,Core i3,10th,8.0,DDR4,0,1024,Windows,32,0,Casual,14.96,0,No,No,531.5699999999999,597.87,11,4.0,527,46
364,DELL,Vostro,Intel,Core i3,11th,4.0,DDR4,256,1024,Windows,64,0,ThinNlight,14.0,1,No,Yes,566.67,777.153,27,0.0,0,0
366,ASUS,ROG,AMD,Ryzen 7,,16.0,DDR5,512,0,Windows,64,4,Casual,15.6,0,No,No,1390.87,1728.87,19,0.0,0,0
367,HP,14s,Intel,Core i5,11th,8.0,DDR4,512,0,Windows,64,0,ThinNlight,14.0,0,No,No,753.87,821.327,8,4.3,1541,123
368,ASUS,ASUS,Intel,Core i7,11th,16.0,DDR4,512,0,Windows,64,4,Gaming,17.3,0,No,No,1234.87,1325.87,6,4.5,118,15
369,DELL,Inspiron,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,ThinNlight,15.3,1,No,Yes,903.37,906.568,0,4.2,72,7
370,Lenovo,Thinkbook,Intel,Core i5,11th,16.0,DDR4,512,0,Windows,64,0,Casual,14.0,3,Yes,Yes,896.87,2069.3399999999997,56,4.6,44,8
